2013/09/25;/  /;"";F;/  /;"A01AA";"Caries prophylactic agents";"";"";"";"";"A01AA";T
2013/09/25;/  /;"";F;/  /;"A11CB";"Vitamin A and D in combination";"";"";"";"";"A11CB";T
2013/09/25;/  /;"";F;/  /;"A11CC";"Vitamin D and analogues";"";"";"";"";"A11CC";T
2013/09/25;/  /;"";F;/  /;"A11DA";"Vitamin B1, plain";"";"";"";"";"A11DA";T
2013/09/25;/  /;"";F;/  /;"A11DB";"Vitamin B1 in combination with vitamin B6 and/or vitamin B12";"";"";"";"";"A11DB";T
2013/09/25;/  /;"";F;/  /;"A11EA";"Vitamin B-complex, plain";"";"";"";"";"A11EA";T
2013/09/25;/  /;"";F;/  /;"A11EB";"Vitamin B-complex with vitamin C";"";"";"";"";"A11EB";T
2013/09/25;/  /;"";F;/  /;"A11EC";"Vitamin B-complex with minerals";"";"";"";"";"A11EC";T
2013/09/25;/  /;"";F;/  /;"A11ED";"Vitamin B-complex with anabolic steroids";"";"";"";"";"A11ED";T
2013/09/25;/  /;"";F;/  /;"A11EX";"Vitamin B-complex, other combinations";"";"";"";"";"A11EX";T
2013/09/25;/  /;"";F;/  /;"A11GA";"Ascorbic acid (vitamin C), plain";"";"";"";"";"A11GA";T
2013/09/25;/  /;"";F;/  /;"A11GB";"Ascorbic acid (vitamin C), combinations";"";"";"";"";"A11GB";T
2013/09/25;/  /;"";F;/  /;"A11HA";"Other plain vitamin preparations";"";"";"";"";"A11HA";T
2013/09/25;/  /;"";F;/  /;"A11JA";"Combinations of vitamins";"";"";"";"";"A11JA";T
2013/09/25;/  /;"";F;/  /;"A11JB";"Vitamins with minerals";"";"";"";"";"A11JB";T
2013/09/25;/  /;"";F;/  /;"A11JC";"Vitamins, other combinations";"";"";"";"";"A11JC";T
2013/09/25;/  /;"";F;/  /;"A12AA";"Calcium";"";"";"";"";"A12AA";T
2013/09/25;/  /;"";F;/  /;"A12AX";"Calcium, combinations with other drugs";"";"";"";"";"A12AX";T
2013/09/25;/  /;"";F;/  /;"A12BA";"Potassium";"";"";"";"";"A12BA";T
2013/09/25;/  /;"";F;/  /;"A12CA";"Sodium";"";"";"";"";"A12CA";T
2013/09/25;/  /;"";F;/  /;"A12CB";"Zinc";"";"";"";"";"A12CB";T
2013/09/25;/  /;"";F;/  /;"A12CC";"Magnesium";"";"";"";"";"A12CC";T
2013/09/25;/  /;"";F;/  /;"A12CD";"Fluoride";"";"";"";"";"A12CD";T
2013/09/25;/  /;"";F;/  /;"A12CE";"Selenium";"";"";"";"";"A12CE";T
2013/09/25;/  /;"";F;/  /;"A12CX";"Other mineral products";"";"";"";"";"A12CX";T
2013/09/25;/  /;"";F;/  /;"A14AA";"Androstan derivatives";"";"";"";"";"A14AA";T
2013/09/25;/  /;"";F;/  /;"A14AB";"Estren derivatives";"";"";"";"";"A14AB";T
2013/09/25;/  /;"";F;/  /;"A16AA";"Amino acids and derivatives";"";"";"";"";"A16AA";T
2013/09/25;/  /;"";F;/  /;"A16AB";"Enzymes";"";"";"";"";"A16AB";T
2013/09/25;/  /;"";F;/  /;"A16AX";"Various alimentary tract and metabolism products";"";"";"";"";"A16AX";T
2013/09/25;/  /;"";F;/  /;"B01AA";"Vitamin K antagonists";"";"";"";"";"B01AA";T
2013/09/25;/  /;"";F;/  /;"B01AB";"Heparin group";"";"";"";"";"B01AB";T
2013/09/25;/  /;"";F;/  /;"B01AC";"Platelet aggregation inhibitors excl. heparin";"";"";"";"";"B01AC";T
2013/09/25;/  /;"";F;/  /;"B01AD";"Enzymes";"";"";"";"";"B01AD";T
2013/09/25;/  /;"";F;/  /;"B01AE";"Direct thrombin inhibitors";"";"";"";"";"B01AE";T
2013/09/25;/  /;"";F;/  /;"B01AX";"Other antithrombotic agents";"";"";"";"";"B01AX";T
2013/09/25;/  /;"";F;/  /;"B02AA";"Amino acids";"";"";"";"";"B02AA";T
2013/09/25;/  /;"";F;/  /;"B02AB";"Proteinase inhibitors";"";"";"";"";"B02AB";T
2013/09/25;/  /;"";F;/  /;"B02BA";"Vitamin K";"";"";"";"";"B02BA";T
2013/09/25;/  /;"";F;/  /;"B02BB";"Fibrinogen";"";"";"";"";"B02BB";T
2013/09/25;/  /;"";F;/  /;"B02BC";"Local hemostatics";"";"";"";"";"B02BC";T
2013/09/25;/  /;"";F;/  /;"B02BD";"Blood coagulation factors";"";"";"";"";"B02BD";T
2013/09/25;/  /;"";F;/  /;"B02BX";"Other systemic hemostatics";"";"";"";"";"B02BX";T
2013/09/25;/  /;"";F;/  /;"B03AA";"Iron bivalent, oral preparations";"";"";"";"";"B03AA";T
2013/09/25;/  /;"";F;/  /;"B03AB";"Iron trivalent, oral preparations";"";"";"";"";"B03AB";T
2013/09/25;/  /;"";F;/  /;"B03AC";"Iron trivalent, parenteral preparations";"";"";"";"";"B03AC";T
2013/09/25;/  /;"";F;/  /;"B03AD";"Iron in combination with folic acid";"";"";"";"";"B03AD";T
2013/09/25;/  /;"";F;/  /;"B03AE";"Iron in other combinations";"";"";"";"";"B03AE";T
2013/09/25;/  /;"";F;/  /;"B03BA";"Vitamin B12 (cyanocobalamin and analogues)";"";"";"";"";"B03BA";T
2013/09/25;/  /;"";F;/  /;"B03BB";"Folic acid and derivatives";"";"";"";"";"B03BB";T
2013/09/25;/  /;"";F;/  /;"B03XA";"Other antianemic preparations";"";"";"";"";"B03XA";T
2013/09/25;/  /;"";F;/  /;"B05AA";"Blood substitutes and plasma protein fractions";"";"";"";"";"B05AA";T
2013/09/25;/  /;"";F;/  /;"B05BA";"Solutions for parenteral nutrition";"";"";"";"";"B05BA";T
2013/09/25;/  /;"";F;/  /;"B05BB";"Solutions affecting the electrolyte balance";"";"";"";"";"B05BB";T
2013/09/25;/  /;"";F;/  /;"B05BC";"Solutions producing osmotic diuresis";"";"";"";"";"B05BC";T
2013/09/25;/  /;"";F;/  /;"B05CA";"Antiinfectives";"";"";"";"";"B05CA";T
2013/09/25;/  /;"";F;/  /;"B05CB";"Salt solutions";"";"";"";"";"B05CB";T
2013/09/25;/  /;"";F;/  /;"B05CX";"Other irrigating solutions";"";"";"";"";"B05CX";T
2013/09/25;/  /;"";F;/  /;"B05DA";"Isotonic solutions";"";"";"";"";"B05DA";T
2013/09/25;/  /;"";F;/  /;"B05DB";"Hypertonic solutions";"";"";"";"";"B05DB";T
2013/09/25;/  /;"";F;/  /;"B05XA";"Electrolyte solutions";"";"";"";"";"B05XA";T
2013/09/25;/  /;"";F;/  /;"B05XB";"Amino acids";"";"";"";"";"B05XB";T
2013/09/25;/  /;"";F;/  /;"B05XC";"Vitamins";"";"";"";"";"B05XC";T
2013/09/25;/  /;"";F;/  /;"B05XX";"Other i.v. solution additives";"";"";"";"";"B05XX";T
2013/09/25;/  /;"";F;/  /;"B05ZA";"Hemodialytics, concentrates";"";"";"";"";"B05ZA";T
2013/09/25;/  /;"";F;/  /;"B05ZB";"Hemofiltrates";"";"";"";"";"B05ZB";T
2013/09/25;/  /;"";F;/  /;"B06AA";"Enzymes";"";"";"";"";"B06AA";T
2013/09/25;/  /;"";F;/  /;"B06AB";"Other hem products";"";"";"";"";"B06AB";T
2010/01/01;/  /;"";F;2010/01/01;"BABD";"Kateteranvendelse ved regionalanæstesi";"";"";"Use of catheter in regional anaesthaesia";"";"WAA600";T
2001/01/01;/  /;"";F;2000/12/29;"BABZ00";"Anlæggelse af epiduralkateter";"";"";"Insertion of epidural catheter";"";"ABX014";T
2001/01/01;/  /;"";F;2001/10/04;"BABZ00A";"Anlæggelse af tunnelleret epiduralkateter";"";"";"Implantation of epidural injection gate";"";"ABX014";T
2001/01/01;/  /;"";F;2001/10/04;"BABZ01";"Anlæggelse af spinalkateter";"";"";"Insertion of spinal catheter";"";"ABX006";T
2001/01/01;/  /;"";F;2000/12/29;"BABZ10";"Fjernelse af epiduralkateter";"";"";"Removal of spinal of epidural catheter";"";"ABX028";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA00";"Stimulatio radicis spinalis nervi sacralis";"";"";"Stimulation of sacral nerve";"";"ACX120";T
2010/01/01;/  /;"";F;2010/01/01;"BAFA08";"Vagus nervestimulation";"";"";"";"";"ADXA00";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA40";"Behandling med blokade af ganglion stellatum";"";"";"Sympathetic block of ganglion stellatum";"";"ADXX02";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA41";"Behandling med blokade af ganglion coeliaca";"";"";"Sympathetic block of ganglion coeliacum";"";"ADXX04";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA50";"Behandling med blokade af truncus sympaticus thoracalis";"";"";"";"";"ADXX09";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA51";"Behandling med blokade af truncus sympaticus lumbalis";"";"";"Sympathetic block on lumbal level";"";"ADXX06";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA6";"Smertebehandling med blokade";"";"";"Other blockade for chronic pain";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA7";"Smertebehandling med infiltrationsanæstesi";"";"";"Peripheral nerve block";"";"ACX000";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA80";"Smertebehandling med akupunktur";"";"";"";"";"AXXA00";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA81";"Smertebehandling med inhalationsanalgesi";"";"";"";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA82";"Smertebehandling med fysioterapi";"";"";"";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA83";"Smertebehandling med zoneterapi";"";"";"Other or unspecified treatment of pain";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA84";"Smertebehandling med kiropraktik";"";"";"";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA85";"Smertebehandling med laser";"";"";"";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA86";"Smertebehandling med biofeedback";"";"";"Other or unspecified treatment of pain";"";"ACXX99";T
2001/01/01;/  /;"";F;2000/12/29;"BAFA87";"Smertebehandling med sterilvandspapler";"";"";"";"";"ACXX99";T
2001/01/01;/  /;"";F;2001/10/04;"BAFA88";"Smertebehandling via smertepumpe";"";"";"Treatemen of pain in injection pump";"";"ACX020";T
2001/01/01;/  /;"";F;2000/12/29;"BAHY0";"Behandling med stærkt analgetikum";"";"";"";"";"ACXX99";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY11";"Behandling med svagt virkende opioidt analgetikum";"";"";"Other intervention for medication";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY12";"Behandling med svagt virkende non-opioidt analgetikum";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY12A";"Pausering med behandling med NSAID-præparat";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY12B";"Behandling med andet svagt virkende non-opioidt analgetikum";"";"";"";"";"WVXX00";T
2001/01/01;/  /;"";F;2000/12/29;"BAHY2";"Behandling med migrænemiddel";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30";"Behandling med barbiturater og derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30A";"Behandling med methylphenobarbital";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30B";"Behandling med (PB) phenobarbital";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30C";"Behandling med (PRM) primidon";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30D";"Behandling med barbexaclon";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY30E";"Behandling med metharbital";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31";"Behandling med hydantoin-derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31A";"Behandling med ethotoin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31B";"Behandling med (PHT) phenytoin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31C";"Behandling med amino(diphenylhydantoin)valerianesyre";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31D";"Behandling med mephenytoin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31E";"Behandling med (FOS) fosphenytoin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31V";"Behandling med phenytoin, kombinationer";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY31W";"Behandling med mephenytoin, kombinationer";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY32";"Behandling med oxazolidin-derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY32A";"Behandling med paramethadion";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY32B";"Behandling med trimethadion";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY32C";"Behandling med ethadion";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY33";"Behandling med succinimid-derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY33A";"Behandling med (ESM) ethosuximid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY33B";"Behandling med phensuximid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY33C";"Behandling med mesuximid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY33V";"Behandling med ethosuximid, kombinationer";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY34";"Behandling med benzodiazepin-derivater (antiepileptika)";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY34A";"Behandling med (CZP) clonazepam";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY35";"Behandling med carboxamid-derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY35A";"Behandling med (CBZ) carbamazepin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY35B";"Behandling med (OXC) oxcarbazepin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY35C";"Behandling med (ESL) eslicarbazepin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY35D";"Behandling med (RFA) rufinamid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36";"Behandling med fedtsyre-derivater";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36A";"Behandling med (VPA) valproinsyre";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36B";"Behandling med valpromid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36C";"Behandling med aminobutylsyre";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36D";"Behandling med (VGB) vigabatrin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36E";"Behandling med progabid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY36F";"Behandling med (TGB) tiagabin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38";"Behandling med andre antiepileptika";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38A";"Behandling med (STM) sultiam";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38B";"Behandling med phenacemid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38C";"Behandling med (LTG) lamotrigin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38D";"Behandling med (FBM) felbamat";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38E";"Behandling med (TPM) topiramat";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38F";"Behandling med (GBP) gabapentin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38G";"Behandling med pheneturid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38H";"Behandling med (LEV) levetiracetam";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38J";"Behandling med (ZNS) zonisamid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38K";"Behandling med beclamid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38L";"Behandling med (PGL) pregabalin";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38M";"Behandling med (AZA) acetazolamid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38N";"Behandling med (PPF) propofol";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38P";"Behandling med (LCA) lacosamid";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY38Q";"Behandling med (STP) stiripentol";"";"";"";"";"WVXX00";T
2014/01/01;/  /;"";F;2013/08/28;"BAHY38R";"Behandling med (RTG) retigabin";"";"";"";"";"WVXX00";T
2014/01/01;/  /;"";F;2013/08/28;"BAHY38S";"Behandling med perampanel";"";"";"";"";"WVXX00";T
2001/01/01;/  /;"";F;2000/12/29;"BAHY4";"Behandling med antiparkinsonmiddel";"";"";"";"";"WVXX00";T
2010/01/01;/  /;"";F;2010/01/01;"BAHY5";"Behandling med antikolinergika";"";"";"";"";"WVXX00";T
2014/01/01;/  /;"";F;2013/08/28;"BAHY60";"Behandling med capsaicin";"";"";"";"";"WVXX00";T
2014/01/01;/  /;"";F;2013/08/28;"BAKA";"Undervisning af patient i epilepsi";"";"";"";"";"WSZB20";T
2010/01/01;/  /;"";F;2010/01/01;"BAKH";"Vejledning i interferonbehandling";"";"";"";"";"WVXX00";T
2001/01/01;/  /;"";F;2000/12/29;"BALF0";"Soignering af epiduralkateter";"";"";"";"";"ABX028";T
2010/01/01;/  /;"";F;2010/01/01;"BAVA";"Generel pleje ved lidelse i nervesystemet";"";"";"";"";"AXXX99";T
