"A000";"";" ";/  /;T;T;"A0000";"";T;F;"Kolera som skyldes Vibrio cholerae 01, biovar cholerae";T;"";""
"A208";"";" ";/  /;T;T;"A2080";"";T;F;"Annen spesifisert pest";F;"";""
"A209";"";" ";/  /;T;T;"A2090";"";T;F;"Uspesifisert pest";F;"";""
"A210";"";" ";/  /;T;T;"A2100";"";T;F;"Ulceroglandulær tularemi";F;"";""
"A211";"";" ";/  /;T;T;"A2110";"";T;F;"Okuloglandulær tularemi";F;"";""
"A212";"";" ";/  /;T;T;"A2120";"";T;F;"Pulmonal tularemi";F;"";""
"A213";"";" ";/  /;T;T;"A2130";"";T;F;"Gastrointestinal tularemi";F;"";""
"A217";"";" ";/  /;T;T;"A2170";"";T;F;"Generalisert tularemi";F;"";""
"A218";"";" ";/  /;T;T;"A2180";"";T;F;"Annen spesifisert tularemi";F;"";""
"A219";"";" ";/  /;T;T;"A2190";"";T;F;"Uspesifisert tularemi";F;"";""
"A220";"";" ";/  /;T;T;"A2200";"";T;F;"Hudmiltbrann";F;"";""
"A221";"";" ";/  /;T;T;"A2210";"";T;F;"Lungemiltbrann";F;"";""
"A222";"";" ";/  /;T;T;"A2220";"";T;F;"Gastrointestinal miltbrann";F;"";""
"A227";"";" ";/  /;T;T;"A2270";"";T;F;"Miltbrannsepsis";F;"";""
"A228";"";" ";/  /;T;T;"A2280";"";T;F;"Annen spesifisert miltbrann";F;"";""
"A229";"";" ";/  /;T;T;"A2290";"";T;F;"Uspesifisert miltbrann";F;"";""
"A230";"";" ";/  /;T;T;"A2300";"";T;F;"Brucellose som skyldes Brucella melitensis";F;"";""
"A231";"";" ";/  /;T;T;"A2310";"";T;F;"Brucellose som skyldes Brucella abortus";F;"";""
"A232";"";" ";/  /;T;T;"A2320";"";T;F;"Brucellose som skyldes Brucella suis";F;"";""
"A233";"";" ";/  /;T;T;"A2330";"";T;F;"Brucellose som skyldes Brucella canis";F;"";""
"A238";"";" ";/  /;T;T;"A2380";"";T;F;"Annen spesifisert brucellose";F;"";""
"A239";"";" ";/  /;T;T;"A2390";"";T;F;"Uspesifisert brucellose";F;"";""
"A240";"";" ";/  /;T;T;"A2400";"";T;F;"Snive";F;"";""
"A241";"";" ";/  /;T;T;"A2410";"";T;F;"Akutt eller fulminant melioidose";F;"";""
"A242";"";" ";/  /;T;T;"A2420";"";T;F;"Subakutt eller kronisk melioidose";F;"";""
"A243";"";" ";/  /;T;T;"A2430";"";T;F;"Annen melioidose";F;"";""
"A244";"";" ";/  /;T;T;"A2440";"";T;F;"Uspesifisert melioidose";F;"";""
"A250";"";" ";/  /;T;T;"A2500";"";T;F;"Spirillose";F;"";""
"A251";"";" ";/  /;T;T;"A2510";"";T;F;"Streptobasillose";F;"";""
"A259";"";" ";/  /;T;T;"A2590";"";T;F;"Uspesifisert rottebittfeber";F;"";""
"A260";"";" ";/  /;T;T;"A2600";"";T;F;"Kutan erysipeloid";F;"";""
"A267";"";" ";/  /;T;T;"A2670";"";T;F;"Sepsis som skyldes Erysipelothrix";F;"";""
"A268";"";" ";/  /;T;T;"A2680";"";T;F;"Annen spesifisert erysipeloid";F;"";""
"A269";"";" ";/  /;T;T;"A2690";"";T;F;"Uspesifisert erysipeloid";F;"";""
"A270";"";" ";/  /;T;T;"A2700";"";T;F;"Leptospirosis icterohaemorrhagica";F;"";""
"A278";"";" ";/  /;T;T;"A2780";"";T;F;"Annen spesifisert leptospirose";F;"";""
"A279";"";" ";/  /;T;T;"A2790";"";T;F;"Uspesifisert leptospirose";F;"";""
"A280";"";" ";/  /;T;T;"A2800";"";T;F;"Pasteurellose";F;"";""
"A281";"";" ";/  /;T;T;"A2810";"";T;F;"Katteklorfeber";F;"";""
"A282";"";" ";/  /;T;T;"A2820";"";T;F;"Ekstraintestinal yersiniose";F;"";""
"A288";"";" ";/  /;T;T;"A2880";"";T;F;"Annen spesifisert bakteriell zoonose ikke klassifisert annet sted";F;"";""
"A289";"";" ";/  /;T;T;"A2890";"";T;F;"Uspesifisert bakteriell zoonose";F;"";""
"A300";"";" ";/  /;T;T;"A3000";"";T;F;"Ubestemt lepra";F;"";""
"A301";"";" ";/  /;T;T;"A3010";"";T;F;"Tuberkuloid lepra";F;"";""
"A302";"";" ";/  /;T;T;"A3020";"";T;F;"Tuberkuloid lepra av grensetype";F;"";""
"A303";"";" ";/  /;T;T;"A3030";"";T;F;"Lepra av grensetype";F;"";""
"A304";"";" ";/  /;T;T;"A3040";"";T;F;"Lepromatøs lepra av grensetype";F;"";""
"A305";"";" ";/  /;T;T;"A3050";"";T;F;"Lepromatøs lepra";F;"";""
"A308";"";" ";/  /;T;T;"A3080";"";T;F;"Annen spesifisert lepra";F;"";""
"A309";"";" ";/  /;T;T;"A3090";"";T;F;"Uspesifisert lepra";F;"";""
"A310";"";" ";/  /;T;T;"A3100";"";T;F;"Mykobakteriell lungeinfeksjon";F;"";""
"A311";"";" ";/  /;T;T;"A3110";"";T;F;"Mykobakteriell hudinfeksjon";F;"";""
